"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "gene.name"
"FBgn0052428" -0.888597967535988 4.73490976042934 -9.19384877258929 6.35907041688387e-14 2.3272707318666e-13 20.6613182409032 "CG32428"
"FBgn0037218" -0.391489294205919 5.88003603791231 -9.18867211926175 6.50463066749119e-14 2.37775593927916e-13 20.6483034839441 "aux"
"FBgn0011297" -0.669060667777467 4.34571141529173 -9.185312409771 6.60088285282621e-14 2.41011969790057e-13 20.6415339837803 "l(2)not"
"FBgn0035656" -1.22482969240945 0.886974574269496 -9.04708103388458 1.20844977160996e-13 4.3338876105687e-13 20.6301679359579 "CG10479"
"FBgn0051495" -0.948769360082666 2.50359473144982 -9.11108013187257 9.13272000612888e-14 3.29474215392459e-13 20.6277524016569 "CG31495"
"FBgn0000057" -0.513635696262678 3.80393952988943 -9.16932536746724 7.07881600188606e-14 2.57659002026692e-13 20.6275289521849 "adp"
"FBgn0036945" 1.20660563114673 9.21568692079145 9.1410407023732 8.01091223660322e-14 2.90682559042353e-13 20.6154760453915 "Ssk"
"FBgn0038974" 1.03946433039994 3.82049489976434 9.1551982966683 7.52992596889657e-14 2.73653515913856e-13 20.6108882811293 "CG5377"
"FBgn0005638" 3.8309854171656 -0.365907853375406 9.01561944843012 1.38688874022325e-13 4.94811904308897e-13 20.5965908815846 "slbo"
"FBgn0011704" -1.33352543660227 4.2616114007644 -9.17203662182659 6.99538772332636e-14 2.54721288689641e-13 20.5917697354906 "RnrS"
"FBgn0050389" 0.64505686941463 4.94923762692976 9.17645896380014 6.86141611989936e-14 2.50232026575855e-13 20.590480698076 "CG30389"
"FBgn0019662" 0.455211766706168 5.82949573668933 9.17405104944082 6.93404012631348e-14 2.52683865979895e-13 20.5869024846111 "qm"
"FBgn0039831" 0.856494647657448 5.25237558423584 9.16748637696252 7.13597047979911e-14 2.59638475437817e-13 20.5528233059145 "CG12054"
"FBgn0034707" 0.688999124003922 3.10567188549591 9.11418716350437 9.0094205064913e-14 3.25401930321191e-13 20.5450459317861 "MED16"
"FBgn0004867" -0.500448971487773 10.1217833963158 -9.11048724311433 9.15643958352971e-14 3.30202780824056e-13 20.5138564174445 "RpS2"
"FBgn0033907" -0.681258319680195 3.74932443260761 -9.13761909202791 8.13170355017532e-14 2.94951337830401e-13 20.4971455271579 "mRpS16"
"FBgn0026428" -1.06972508895904 6.20770951103517 -9.14851008789845 7.75343320342267e-14 2.81557812724291e-13 20.4893468894797 "HDAC6"
"FBgn0050373" -0.783217137526118 3.66383383020452 -9.13235385225313 8.32115381943721e-14 3.01356359235822e-13 20.4855684414867 "CG30373"
"FBgn0085437" -0.464893059341652 5.57601047513083 -9.1513970211704 7.65615336975457e-14 2.78133000857815e-13 20.4741574155931 "CG34408"
"FBgn0032068" -2.29933122171524 8.66843893529038 -9.1134442958813 9.03874792742756e-14 3.26335373148627e-13 20.46051203158 "CG9466"
"FBgn0052000" -0.682328284900146 7.20010156763088 -9.12550026129456 8.57439509816888e-14 3.10048273542046e-13 20.4471547797349 "CG32000"
"FBgn0033259" 0.537069354745699 6.3967273334319 9.13268813470054 8.30899550427998e-14 3.01032400926524e-13 20.4355241534163 "CG11210"
"FBgn0052533" 0.698636507673393 3.68550370006712 9.11170685723303 9.10771365841205e-14 3.2869864894323e-13 20.4208664084742 "CG32533"
"FBgn0026090" -0.535068087095691 4.18710704517234 -9.13137930516664 8.35670126940453e-14 3.0252679363621e-13 20.4175338419499 "CG14812"
"FBgn0027885" -0.54480659896827 5.86667574010168 -9.12748530187913 8.50026341430866e-14 3.07486362658911e-13 20.3824445927196 "Aac11"
"FBgn0031832" 0.53522383764679 3.65146069332589 9.10221156376634 9.49403904189957e-14 3.42245678274556e-13 20.3792181507626 "CG9596"
"FBgn0031286" 0.50593108868676 3.64602979580929 9.10058414714382 9.56188116174246e-14 3.44558710016789e-13 20.3661098086566 "CG3862"
"FBgn0036922" -1.06356879495784 0.874052752767063 -8.96392045384625 1.73922996524896e-13 6.16995287558407e-13 20.2775089045861 "CG14182"
"FBgn0040817" -1.41647267857546 1.45983922053749 -8.97366696394852 1.66655484924033e-13 5.92559862714711e-13 20.2599278014338 "CG14132"
"FBgn0014906" 0.844032502323708 7.02642683645894 9.08334929498774 1.03108504046372e-13 3.71261942509783e-13 20.2541760622393 "Hydr2"
"FBgn0000546" 0.969851682516164 4.20917657588173 9.08180442775913 1.03807895988276e-13 3.73636641380774e-13 20.2452062197255 "EcR"
"FBgn0039465" 0.555758640340043 3.90145682445918 9.07307052190625 1.0785223908237e-13 3.87895442596054e-13 20.2138361243983 "Tsp97E"
"FBgn0036537" -0.723795820371582 4.75869974406593 -9.0912338814764 9.96118425395455e-14 3.58809439735871e-13 20.2115880129304 "CG18081"
"FBgn0030299" 1.77322208334138 3.55089511653254 9.03427038862647 1.27815013249735e-13 4.5723515049132e-13 20.2038207659279 "CG11727"
"FBgn0030089" 0.457277620545977 7.2287985714752 9.06366535600899 1.12384107365429e-13 4.03884427275299e-13 20.1782533134591 "AP-1gamma"
"FBgn0010100" -0.616863310142263 9.14213228391787 -9.04137636447544 1.23900484223721e-13 4.44079432552427e-13 20.1701058185174 "Acon"
"FBgn0015299" -0.897950336956907 3.85184478465258 -9.06473185689692 1.11860772445577e-13 4.02157934398546e-13 20.1692628403176 "Ssb-c31a"
"FBgn0050011" -0.529578934566284 7.36802230844039 -9.05957718034769 1.14413007140572e-13 4.10860660751253e-13 20.1691230330422 "gem"
"FBgn0035720" -0.770871643679726 7.04438730828323 -9.05707958685834 1.15670538254241e-13 4.15058319764068e-13 20.1434572463875 "CG10077"
"FBgn0013763" -0.831726709038189 6.69877079148249 -9.06187919454153 1.1326608095964e-13 4.06897972588522e-13 20.1426101884493 "CG5210"
"FBgn0015269" -0.721669613189556 3.36612819596987 -9.03468525539265 1.27583104297634e-13 4.56579871720602e-13 20.1240757338495 "Nf1"
"FBgn0037340" -0.575592735681211 3.99742290618102 -9.0580912817698 1.15159493057966e-13 4.13382869908077e-13 20.1169906781716 "CG14671"
"FBgn0026570" 0.873861263310659 5.45053672410849 9.04703094707572 1.20871473224634e-13 4.3338876105687e-13 20.0269265997867 "CG5704"
"FBgn0031611" -0.533806618715005 3.3028607160269 -9.01328581351752 1.40113095773949e-13 4.99512783221509e-13 20.020345905419 "CG17840"
"FBgn0036211" -0.873056987123197 6.48374357350454 -9.03771867705501 1.25900191280355e-13 4.50901717165766e-13 20.0202417201326 "CG5946"
"FBgn0025630" 0.636740733299389 3.01867565366897 8.98905946235706 1.55792379362888e-13 5.54566414229066e-13 20.0112279410264 "CG4061"
"FBgn0030597" -2.3680125551297 1.95198220121519 -8.92301836777234 2.08047823294671e-13 7.32781976108184e-13 19.9509290441149 "Eo"
"FBgn0034179" 1.61238578056188 4.00967774276017 9.00546759757981 1.44992180850971e-13 5.16513970491539e-13 19.9470673885299 "CG6805"
"FBgn0030406" -0.632597943140144 3.77165364985033 -9.01242364287159 1.40642977975139e-13 5.01211129954004e-13 19.9447200700329 "CG1463"
"FBgn0034261" -0.768010426499597 4.0795055528144 -9.01830544673538 1.37067544035318e-13 4.89555669339589e-13 19.9433203568278 "HPS4"
"FBgn0032600" 0.506042512553777 4.1543830919107 9.01550010767305 1.38761354853683e-13 4.94882045536411e-13 19.9335463067396 "CG17912"
"FBgn0037073" -0.765234205805887 5.2608175269136 -9.02609488109552 1.3247222349581e-13 4.73533865674265e-13 19.9223892715666 "CG7338"
"FBgn0033454" -0.865674429081114 4.43638309574502 -9.01823284201002 1.37111119260015e-13 4.89555669339589e-13 19.9031830617521 "CG1671"
"FBgn0027948" -0.430053498582812 5.37292426378317 -9.01829045516136 1.37076540401447e-13 4.89555669339589e-13 19.8878359988546 "msps"
"FBgn0024293" -0.802854393476172 5.03983035568193 -9.01640489666655 1.38212782303802e-13 4.93301164725457e-13 19.8803249279927 "Spn43Ab"
"FBgn0030522" -0.581423475890773 3.15132009724331 -8.96551831179234 1.72710157433276e-13 6.13389486350404e-13 19.8559140865303 "CG11103"
"FBgn0051286" -2.13253223973577 -0.24486568467412 -8.83651069816391 3.03936631236749e-13 1.05700901932335e-12 19.8365622844225 "CG31286"
"FBgn0260645" 0.958792107207237 0.684628010911973 8.84591921165146 2.91659042969142e-13 1.01544168471865e-12 19.8002778596896 "CG42537"
"FBgn0259166" 0.520362127710175 4.94342115340081 8.98996719775966 1.55174364366031e-13 5.52576442320541e-13 19.7723838447754 "CG42271"
"FBgn0039765" -0.694549408550498 2.93275280044849 -8.93508393184175 1.97337389810828e-13 6.96629240820517e-13 19.7593697347156 "mRpS18C"
"FBgn0035937" 0.766823989798597 4.55926295281982 8.98062407052186 1.61654665368165e-13 5.7499717533574e-13 19.7550642293553 "CG5741"
"FBgn0030178" -0.697479964796735 2.97102916578486 -8.93815724482673 1.94698635261126e-13 6.87832395837664e-13 19.7526575469433 "CG2974"
"FBgn0050022" -0.571961021320954 5.81442616712974 -8.98081467098835 1.61519796218955e-13 5.74735651642762e-13 19.7368202242881 "CG30022"
"FBgn0038420" -0.622462607281164 4.08129589853771 -8.969458538951 1.69755436872427e-13 6.03124265475072e-13 19.7292779597268 "CG10311"
"FBgn0030048" 2.02360815949476 4.3136008222693 8.95672190656777 1.7949363171175e-13 6.36275382333478e-13 19.7172151826339 "CG12112"
"FBgn0033712" 0.538333296110615 3.60620163845689 8.94727216992611 1.87078512881471e-13 6.61910342593091e-13 19.7100205478573 "CG13163"
"FBgn0032412" -0.953016821882552 6.88161191009997 -8.95674777109111 1.7947329982746e-13 6.36275382333478e-13 19.6934267624835 "CG16996"
"FBgn0033382" 1.16476075661693 6.75796715220567 8.95662306856627 1.79571348684887e-13 6.36310123233248e-13 19.685939317033 "Hydr1"
"FBgn0047133" -0.95930389377622 3.51764103475113 -8.94168902683332 1.91709841724452e-13 6.77529048327573e-13 19.6845308164641 "pncr003:2L"
"FBgn0002527" -0.534282461427649 5.1155498622342 -8.96975287612718 1.69536760429831e-13 6.02575837809971e-13 19.6740739657229 "LanB1"
"FBgn0015781" -0.710985800437928 4.57595947562222 -8.96518103632775 1.72965455987416e-13 6.14063416879916e-13 19.6702614616075 "P5cr"
"FBgn0001108" 0.397819038680095 6.41966094080771 8.95526661139361 1.80641350952353e-13 6.39859666190018e-13 19.6599534367284 "Gl"
"FBgn0004625" 1.24360286744199 3.43173536740153 8.9136562948923 2.16757894555146e-13 7.62314081864552e-13 19.6566805894567 "norpA"
"FBgn0037109" 0.381605168490729 5.1587354410044 8.96415250401894 1.73746333026081e-13 6.16602043227785e-13 19.6549325560877 "MED1"
"FBgn0002283" 0.454397676295868 3.81663403816126 8.94205362665867 1.91403925167061e-13 6.76703160335922e-13 19.6534925536168 "l(3)73Ah"
"FBgn0034803" -0.473558343809024 4.4987321864756 -8.94768793256898 1.86738145580005e-13 6.60955680369877e-13 19.5946778849364 "CG9849"
"FBgn0025621" -0.881821450983514 5.49777752948327 -8.95005503963222 1.84812077556656e-13 6.54385621552651e-13 19.5945875367749 "CG16989"
"FBgn0020249" 0.885952001574969 7.10197926193391 8.93144567749177 2.00507536100886e-13 7.07287313904067e-13 19.5929301242243 "stck"
"FBgn0037796" -0.664872271939655 4.48213934255602 -8.94609937195872 1.88041984704771e-13 6.65068084069083e-13 19.5918102889951 "CG12814"
"FBgn0066084" -0.873186929447918 10.0167253309459 -8.89989286420105 2.3023015241294e-13 8.08783763763342e-13 19.5888640743624 "RpL41"
"FBgn0038363" -0.995401722729422 2.84681485534512 -8.88786192263443 2.42691627940432e-13 8.51283362850583e-13 19.5849621174183 "Acyp2"
"FBgn0085443" 1.21766692602326 4.37811005413472 8.93438270126297 1.97944468723921e-13 6.9850912522577e-13 19.58326753413 "spri"
"FBgn0031044" -0.625873244376615 3.54440065644738 -8.92069477922288 2.10176333874812e-13 7.40000778682119e-13 19.5773321205903 "MKP-4"
"FBgn0003261" 0.720748807191407 9.20935268133088 8.90052853849241 2.29589846000196e-13 8.06836934424544e-13 19.5582876203283 "Rm62"
"FBgn0028919" 0.652095321251156 2.92673679189009 8.87884500893169 2.52472026639774e-13 8.84265576668429e-13 19.5506772616834 "CG16865"
"FBgn0036667" -0.776573348221343 3.69439160995214 -8.9192579348027 2.11503444499157e-13 7.44393603122691e-13 19.5458967537314 "CG9669"
"FBgn0029878" 0.550409712066241 5.19738622894779 8.93559010372854 1.96900338730631e-13 6.95348388076623e-13 19.5325998347808 "Pat1"
"FBgn0033315" 0.837302731603464 2.82082374889375 8.86327782564672 2.70295207276882e-13 9.42813029403243e-13 19.522190441898 "beta3GalTII"
"FBgn0039848" 2.70473257752691 0.192303486919053 8.76150169144175 4.22258923871646e-13 1.45232887582726e-12 19.5161319329804 "lox"
"FBgn0010316" -0.679936351384813 2.81504095588058 -8.87239034057555 2.59714683375485e-13 9.08274307034312e-13 19.5128905731423 "dap"
"FBgn0003205" 0.365823252962616 6.03831740922628 8.92604584632974 2.05306868228324e-13 7.23944316308305e-13 19.5106937117786 "Ras85D"
"FBgn0037329" -0.601201849395363 4.30798046724176 -8.92344693274813 2.07657602933619e-13 7.31682618234326e-13 19.5010722492702 "CG12162"
"FBgn0031678" -1.49571607048041 1.02345249034258 -8.78416035330509 3.82329840217561e-13 1.32276524113675e-12 19.4913219283033 "CG31918"
"FBgn0037291" -1.66428249809919 0.426921032500589 -8.7704433449563 4.06026158539441e-13 1.40061085396025e-12 19.4855064009702 "CG14662"
"FBgn0016041" -0.500685581692438 5.67685894228241 -8.9238529984391 2.07288545013356e-13 7.30657027174617e-13 19.4813364286315 "Tom40"
"FBgn0038499" 0.359759619778388 4.30618463928124 8.91558228229854 2.14936696643926e-13 7.56192981921496e-13 19.4732239068213 "Brf"
"FBgn0032812" 0.687207630673632 3.04686039584521 8.86669370613821 2.66279390811727e-13 9.30350348316729e-13 19.46246060555 "Hakai"
"FBgn0034088" 0.626903194460737 3.02858860805887 8.86425009387185 2.69146044454095e-13 9.39154298134232e-13 19.4579352122988 "CG8445"
"FBgn0031478" -0.465567410538112 6.32091597652797 -8.90515700507377 2.24981097015427e-13 7.90937297537537e-13 19.4286106074916 "CG8814"
"FBgn0011555" -1.79786641376959 9.04062948515964 -8.86599206265856 2.67099360782782e-13 9.32359877486543e-13 19.4037962680049 "thetaTry"
"FBgn0033247" -0.405988002882924 3.65404997390669 -8.88147222422416 2.49582308104988e-13 8.74471445263885e-13 19.3860948890119 "Nup44A"
"FBgn0025558" 0.891825652670443 1.77679991553789 8.78396610976871 3.8265553974133e-13 1.32340337830806e-12 19.3783789135031 "CG4101"
"FBgn0036580" 0.692197975875571 4.82082236988099 8.89135885274406 2.39001509218122e-13 8.38653610436176e-13 19.3471669394951 "PDCD-5"
"FBgn0033735" -0.681794663306696 4.79287292551755 -8.89369932170713 2.36563175999067e-13 8.3071978858143e-13 19.3453790047573 "CG8525"
"FBgn0035839" -0.716087296213172 2.43697618108048 -8.8122771347497 3.37995978500539e-13 1.17415065723825e-12 19.3435811402654 "CG7550"
"FBgn0017549" -0.386761137385658 4.26429167427094 -8.88529236996643 2.45439446775136e-13 8.60277656878507e-13 19.3374966083577 "Ric"
"FBgn0029863" -0.804750357075804 5.36229457388646 -8.89181908746489 2.3852005070503e-13 8.37277765101322e-13 19.3343994178459 "CG3823"
"FBgn0044511" -0.639911829565514 3.67649405526756 -8.87097242025428 2.61333367057744e-13 9.13594147747763e-13 19.3331775163182 "mRpS21"
"FBgn0034879" -0.803544755835681 3.61591668228264 -8.86610250069335 2.66970130827437e-13 9.32256114693349e-13 19.3247127383741 "Rrp4"
"FBgn0029830" -0.772057641099624 2.43352725700146 -8.80961767720964 3.41959065327986e-13 1.18615863867379e-12 19.3219688110428 "Grip"
"FBgn0031975" -0.783852790144834 4.83426999410953 -8.8877572340913 2.42802975142388e-13 8.51355192406076e-13 19.3213449676929 "Tg"
"FBgn0035661" -2.02656752599207 8.87679548846035 -8.84974128132989 2.86814425131404e-13 9.99317348105662e-13 19.3203807512752 "CG10477"
"FBgn0040827" -1.68101473349809 9.69939165495259 -8.8389075566712 3.00760590992631e-13 1.04635201522836e-12 19.3070038601326 "CG13315"
"FBgn0016984" 0.626633675857143 6.99647688941565 8.86665455698357 2.66325075694895e-13 9.30350348316729e-13 19.3065553048117 "sktl"
"FBgn0035827" -0.563106597876378 4.29745353926182 -8.87784023905298 2.53586024812799e-13 8.87835376110283e-13 19.3063066211513 "Srp9"
"FBgn0261284" -0.908598879828994 1.65626195067389 -8.76543567233259 4.15038608169376e-13 1.42854398234345e-12 19.3053760133531 "bou"
"FBgn0039206" -1.42997273412048 1.88594796146483 -8.76856921243295 4.09375919460997e-13 1.41060794020967e-12 19.2937773572784 "ana1"
"FBgn0035111" -0.487441421168362 4.50022267774023 -8.87454338760243 2.57275959588462e-13 9.00417805522712e-13 19.272820689738 "CG16940"
"FBgn0010339" -0.461247008232934 5.25295782427297 -8.87274470526214 2.5931171448032e-13 9.07203679225586e-13 19.2499618636762 "128up"
"FBgn0032921" -1.11255427409359 1.73845338864641 -8.75097310172684 4.42207350957922e-13 1.51926683942969e-12 19.2301605965367 "Mpp6"
"FBgn0086906" -0.607034216791617 6.10368002561781 -8.86215770019769 2.71625219620399e-13 9.47099621370867e-13 19.2295105920147 "sls"
"FBgn0002031" -0.528304838915753 6.81438204440932 -8.85107856474093 2.85138462156162e-13 9.93847563966178e-13 19.2259148221146 "l(2)37Cc"
"FBgn0005671" -0.70527182400914 9.84993967777453 -8.8109932081824 3.39903494536119e-13 1.17990212682805e-12 19.1902207191577 "Vha55"
"FBgn0031040" -0.972978202494155 2.02206367094756 -8.75554200338366 4.33437385534959e-13 1.49022930828515e-12 19.1647790577313 "CG14210"
"FBgn0039727" -0.570084085570928 4.41826057165336 -8.84804103534989 2.88959522739113e-13 1.00641701432816e-12 19.1625643491704 "CG15523"
"FBgn0038243" 1.10888626559279 5.98585784722569 8.8406112824964 2.98523233140288e-13 1.03895400122264e-12 19.1490035794906 "CG8066"
"FBgn0036294" 2.6872067764004 1.13645268913766 8.68691154773889 5.85625750919256e-13 1.99589947630502e-12 19.1456558335678 "CG10654"
"FBgn0037872" 1.36573941095984 6.27061543533234 8.83367796226791 3.07733565184966e-13 1.06981661306788e-12 19.1250281045242 "nocturnin"
"FBgn0051454" 2.14092352553657 3.10045451708773 8.75014786693188 4.43810214846337e-13 1.52421477378861e-12 19.1075309487165 "CG31454"
"FBgn0033962" -0.595359199820882 3.2610796170458 -8.80179609545432 3.53886320236962e-13 1.22662261720314e-12 19.1069997866677 "CG10153"
"FBgn0065064" -1.43833056232714 -0.214886322188606 -8.66853620405803 6.34771820566029e-13 2.15555534138569e-12 19.1040229228003 "snoRNA:Psi28S-291"
"FBgn0024733" -0.637251842131557 10.7811376024862 -8.78118533464106 3.87348791767613e-13 1.33864656218029e-12 19.1006719190445 "RpL10"
"FBgn0035039" -0.593530514059334 3.55904553847956 -8.80709244217205 3.45765182451837e-13 1.19891709636982e-12 19.0797827729524 "CG3608"
"FBgn0030195" -2.1411280159561 -1.11287941695772 -8.65808875113323 6.64533049481624e-13 2.25253623031597e-12 19.0667102113565 "CG2898"
"FBgn0025724" -0.393719796185612 6.97927071615867 -8.81109534151851 3.39751362391709e-13 1.17981116169308e-12 19.0639103473388 "beta'COP"
"FBgn0033135" -1.52677716616633 -0.191307384447198 -8.65626728667709 6.69862911380437e-13 2.26896081587972e-12 19.0556566675097 "Tsp42En"
"FBgn0031139" 3.30955524767111 0.178612496433358 8.65276775982187 6.80223354976375e-13 2.301557462179e-12 19.0513310772982 "CG11227"
"FBgn0038921" 1.69158529459626 -0.44894933013424 8.64984594937688 6.8899617042843e-13 2.32871757602596e-12 19.0386440879709 "CG6332"
"FBgn0036318" 0.478658081315507 7.99666841366592 8.79199376498481 3.69423780348407e-13 1.27953101592763e-12 19.0300443201663 "Wbp2"
"FBgn0029664" -0.733862606700428 4.29292878710293 -8.81375239466371 3.35817427383603e-13 1.16701538470214e-12 19.0205494553092 "CG10802"
"FBgn0260962" 0.694520091382697 5.82675328653389 8.8106406375488 3.40429188382001e-13 1.18128928368554e-12 19.0038864491854 "pic"
"FBgn0028534" -2.30969327451979 9.20126245621034 -8.76959475393027 4.07539488946525e-13 1.40479671520971e-12 18.9895668806606 "CG7916"
"FBgn0035084" 1.58303293546862 2.19194387050354 8.70229584796653 5.47420358439613e-13 1.8677280911219e-12 18.9825194039058 "CG15861"
"FBgn0038675" 0.731079410586026 3.69211310165148 8.77905709452452 3.90979615235917e-13 1.35069617077629e-12 18.9678325721792 "CG6013"
"FBgn0039294" 2.2547152358605 0.190024189899652 8.63756155581335 7.27136203628167e-13 2.44879190934303e-12 18.9620632428757 "Cad96Cb"
"FBgn0032252" -0.822194407416974 2.66733350891408 -8.73342174813575 4.77580628858658e-13 1.63659579801637e-12 18.9425088515864 "loh"
"FBgn0031951" -0.707236285555748 4.83715845934487 -8.7976968150039 3.60302796809472e-13 1.24840122163755e-12 18.9247857439924 "r2d2"
"FBgn0039081" -0.721057955841566 7.2161123411587 -8.77469023913788 3.98536579186207e-13 1.37578821311554e-12 18.9218618330562 "Irk2"
"FBgn0023530" -0.837011167329286 4.19383661072639 -8.7879115203818 3.76094180133718e-13 1.30215313143858e-12 18.9163240474412 "CG3740"
"FBgn0027504" 0.435970680233828 4.65537380280552 8.78750430550782 3.76766148007854e-13 1.30399779855397e-12 18.8940806250406 "CG8878"
"FBgn0040959" -2.23107295862 6.38721554886053 -8.77583593111408 3.96539894095653e-13 1.36940002498421e-12 18.8896025909083 "Peritrophin-15a"
"FBgn0052076" -0.461157106123162 3.64130690536864 -8.76334066329351 4.1886821020255e-13 1.4411958359852e-12 18.8739158174308 "Alg10"
"FBgn0050354" -1.84050916628294 -0.910548779504597 -8.60977728015086 8.21374222639568e-13 2.75625182375004e-12 18.8687874499196 "CG30354"
"FBgn0033762" -0.666583675143915 5.31284629504498 -8.78150265914523 3.86810328249069e-13 1.33727895400942e-12 18.8511987655689 "ZnT49B"
"FBgn0085487" 3.12576481561979 -1.52250328453849 8.60374246805197 8.43406636285382e-13 2.82714732570939e-12 18.8368149970066 "CG34458"
"FBgn0031052" 0.542415379030078 4.3994306567467 8.77069345352976 4.05581202868648e-13 1.39959126691579e-12 18.8352263179125 "CG14215"
"FBgn0031885" -0.595991499738679 4.38640672555327 -8.77022335731938 4.0641793143025e-13 1.40144630090909e-12 18.8267839293029 "Mnn1"
"FBgn0025635" 0.456455709323066 3.20369086138245 8.72625510925747 4.92826244401892e-13 1.68698906971185e-12 18.8092677923865 "CG17829"
"FBgn0035498" 0.475837083655872 7.00572288934626 8.7533525578923 4.37618068364422e-13 1.50405124083135e-12 18.8084224993962 "Fit1"
"FBgn0033075" 0.676952813681455 7.44688183678801 8.74760189186381 4.48792031285759e-13 1.54019507000596e-12 18.808009667055 "Pld"
"FBgn0015298" -0.611613830537372 4.52691236540337 -8.76819543343967 4.10047300729079e-13 1.41240189725395e-12 18.8072715983104 "Srp19"
"FBgn0030887" -1.34713151975778 4.77585912456637 -8.76619903102925 4.13651943733191e-13 1.42429439942531e-12 18.7998594256581 "CG6867"
"FBgn0035091" -1.11796065468046 3.68613252599513 -8.73679947450073 4.70559741074867e-13 1.61430765804849e-12 18.781882261957 "CG3829"
"FBgn0000559" -0.567805936956054 11.4565012949646 -8.70231860855584 5.47365724079043e-13 1.8677280911219e-12 18.7769130157005 "EF2"
"FBgn0039273" 0.884193660204182 2.75514535492607 8.68561007669313 5.88977721505287e-13 2.00391331259293e-12 18.7564507985079 "CG9996"
"FBgn0036931" 1.99811628995938 1.6062222305413 8.62427941522852 7.70754420636543e-13 2.59009977293536e-12 18.7552983265863 "CG14183"
"FBgn0039580" -0.885753552683097 6.28835955250926 -8.74890482523784 4.46235573551886e-13 1.5319828100431e-12 18.7505111166736 "Gfat2"
"FBgn0010348" 0.511039694932725 9.1518531684003 8.71517457547179 5.17362215139658e-13 1.76839350370064e-12 18.742233641747 "Arf79F"
"FBgn0030706" 2.69832721736645 -1.35840787265341 8.58091704768868 9.3222190888917e-13 3.11928109442237e-12 18.7371090016441 "CG8909"
"FBgn0032800" -0.919938014078495 1.85701726352607 -8.64648543172626 6.99226293411369e-13 2.36159017410638e-12 18.7248267797754 "CG10137"
"FBgn0030243" 0.835858986741541 4.12183480973602 8.73213852248864 4.8027531823517e-13 1.64522832049189e-12 18.7065236074895 "CG2186"
"FBgn0039870" 1.21652186632699 2.76219898503048 8.66642057337644 6.40688853439695e-13 2.17407238966914e-12 18.7049300573448 "CG1896"
"FBgn0010435" -0.532271224751706 7.71519177810172 -8.71781571152232 5.11405111591869e-13 1.74930795564228e-12 18.6902642775855 "emp"
"FBgn0004638" 0.510058545757208 6.27893004558983 8.73362154896704 4.77162423875474e-13 1.63576097668837e-12 18.6824870634826 "drk"
"FBgn0044823" 0.807931268678648 3.18028220557384 8.68614147549998 5.87606777834169e-13 2.00046798747396e-12 18.6816424230458 "Spec2"
"FBgn0035159" 1.51486228390689 2.50702951153895 8.63920996693707 7.21898067228772e-13 2.43202552746004e-12 18.6735075304946 "CG13896"
"FBgn0034168" -1.36397840536677 -0.72884734706097 -8.5642041846719 1.00313265376092e-12 3.34222967037199e-12 18.6709571470055 "CG15614"
"FBgn0031535" 0.762862781340286 3.8738247325127 8.71675770322623 5.13783171506079e-13 1.75680092475929e-12 18.6685429477691 "CG12795"
"FBgn0035947" -0.353840813815996 6.22182312346637 -8.73145412052797 4.81718734211685e-13 1.64956974445514e-12 18.6675170478741 "Srp68"
"FBgn0026427" 0.414726323588644 4.61743093974465 8.73544099834559 4.73370943207604e-13 1.6233573817394e-12 18.6672139229535 "Su(var)2-HP2"
"FBgn0011285" 0.538950296957053 3.80496069402177 8.71226848845224 5.23997195548028e-13 1.7904193016373e-12 18.6534427821437 "S6kII"
"FBgn0004859" -0.836957853179433 2.37785036799449 -8.64628532793806 6.99840223845005e-13 2.36281191250589e-12 18.6387445180986 "ci"
"FBgn0039544" 0.491791313648248 4.23195628059842 8.72117098019887 5.03936171084436e-13 1.72438933049309e-12 18.6371339123071 "CG12877"
"FBgn0003042" 0.545012039083643 2.72242109206679 8.65552305669787 6.7205292309584e-13 2.27555613895371e-12 18.6188863488642 "Pc"
"FBgn0040319" 0.729517219619106 8.43956427814097 8.6906837619451 5.76017785258204e-13 1.9638684971194e-12 18.6048881581279 "Gclc"
"FBgn0033449" 0.956552511048024 2.70703500018949 8.64193810204626 7.13311725695676e-13 2.40569386538617e-12 18.5996758421827 "CG1663"
"FBgn0034191" -1.06815232976076 3.16806553338343 -8.67047580311538 6.29395175111204e-13 2.13962387359103e-12 18.5701845767749 "CG6984"
"FBgn0038396" 0.53995814128044 2.87630316444338 8.65131989863736 6.84556538006865e-13 2.31454716874281e-12 18.557099389669 "CG5013"
"FBgn0032422" -0.805365980984733 5.02487015924913 -8.71186567510838 5.24923567000636e-13 1.7929306960368e-12 18.5473186134683 "atilla"
"FBgn0038321" 1.16156968594819 4.86274194890867 8.70495863357221 5.4106550933342e-13 1.84739167527143e-12 18.5441282258193 "CG6218"
"FBgn0261090" -0.817266686502531 2.16998630178756 -8.61478294455624 8.03536671450192e-13 2.69832798380532e-12 18.4991335661483 "Sytbeta"
"FBgn0010423" -0.755022788322914 5.11995541060508 -8.69889139184642 5.55654154086836e-13 1.89513060416438e-12 18.4895277614277 "TpnC47D"
"FBgn0030786" -0.462561871185254 4.29014781032785 -8.68626823997304 5.87280213085523e-13 2.0000829939652e-12 18.463071968032 "mRpL22"
"FBgn0034142" -0.545218534268632 7.23460451199457 -8.67098560133285 6.27989573106571e-13 2.13562043935952e-12 18.4610093013344 "CG8306"
